iter	Passed	Remaining
497	16643	33487
498	16672	33445
499	16703	33407
500	16742	33383
501	16779	33357
502	16806	33312
503	16829	33257
504	16862	33223
505	16898	33196
506	16925	33149
507	16950	33100
508	16982	33063
509	17027	33052
510	17052	33003
511	17083	32965
512	17110	32919
513	17136	32872
514	17169	32839
515	17202	32804
516	17229	32758
517	17253	32709
518	17289	32680
519	17320	32641
520	17358	32618
521	17387	32577
522	17421	32545
523	17458	32518
524	17476	32455
525	17511	32426
526	17538	32381
527	17575	32354
528	17600	32305
529	17632	32270
530	17656	32221
531	17678	32167
532	17709	32129
533	17739	32090
534	17780	32071
535	17815	32041
536	17844	32000
537	17889	31987
538	17913	31938
539	17944	31902
540	17974	31863
541	18022	31854
542	18053	31817
543	18085	31783
544	18109	31733
545	18146	31706
546	18189	31689
547	18225	31662
548	18270	31648
549	18296	31603
550	18331	31572
551	18380	31566
552	18426	31555
553	18619	31795
554	18656	31767
555	18682	31719
556	18718	31689
557	18741	31638
558	18766	31590
559	18792	31544
560	18830	31519
561	18869	31493
562	18900	31456
563	18939	31432
564	18968	31390
565	18992	31341
566	19020	31298
567	19048	31255
568	19081	31221
569	19117	31191
570	19145	31148
571	19171	31103
572	19200	31061
573	19227	31018
574	19257	30978
575	19289	30943
576	19327	30917
577	19365	30891
578	19398	30856
579	19429	30819
580	19471	30799
581	19515	30782
582	19562	30769
583	19594	30734
584	19616	30682
585	19652	30652
586	19695	30633
587	19745	30624
588	19806	30633
589	19852	30620
590	19965	30708
591	20038	30734
592	20144	30810
593	20244	30877
594	20302	30880
595	20320	30821
596	20537	31063
597	20634	31124
598	20763	31232
599	20894	31342
600	20960	31353
601	21092	31463
602	21113	31408
603	21204	31455
604	21223	31396
605	21284	31399
606	21320	31366
607	21356	31332
608	21392	31298
609	21428	31264
610	21477	31250
611	21513	31215
612	21550	31183
613	21585	31148
614	21620	31112
615	21646	31064
616	21690	31041
617	21746	31035
618	21781	31000
619	21820	30970
620	21842	30917
621	21869	30870
622	21904	30835
623	21944	30806
624	21986	30780
625	22029	30756
626	22054	30707
627	22084	30664
628	22128	30641
629	22168	30613
630	22200	30573
631	22230	30531
632	22261	30490
633	22288	30445
634	22338	30428
635	22375	30396
636	22410	30361
637	22446	30327
638	22482	30293
639	22504	30240
640	22540	30206
641	22580	30177
642	22617	30144
643	22652	30109
644	22688	30075
645	22718	30033
646	22751	29995
647	22785	29959
648	22816	29918
649	22842	29871
650	22901	29866
651	22930	29824
652	22956	29776
653	22978	29725
654	23016	29693
655	23061	29670
656	23090	29627
657	23128	29595
658	23165	29563
659	23204	29533
660	23253	29514
661	23290	29483
662	23328	29450
663	23357	29407
664	23395	29376
665	23428	29338
666	23463	29302
667	23490	29257
668	23524	29221
669	23559	29185
670	23597	29153
671	23629	29114
672	23655	29068
673	23692	29035
674	23730	29003
675	23753	28953
676	23789	28919
677	23832	28893
678	23871	28864
679	23913	28836
680	23960	28815
681	23985	28769
682	24031	28746
683	24067	28712
684	24105	28679
685	24148	28654
686	24188	28624
687	24220	28585
688	24276	28575
689	24341	28574
690	24384	28548
691	24422	28516
692	24478	28505
693	24545	28506
694	24592	28485
695	24616	28435
696	24649	28398
697	24752	28440
698	24772	28387
699	24955	28520
700	25123	28636
701	25141	28580
702	25296	28678
703	25319	28627
704	25333	28567
705	25349	28509
706	25482	28582
707	25506	28533
708	25536	28490
709	25569	28450
710	25594	28401
711	25626	28361
712	25672	28336
713	25712	28305
714	25753	28274
715	25793	28243
716	25824	28202
717	25854	28158
718	25888	28121
719	25920	28080
720	25956	28044
721	25998	28014
722	26036	27981
723	26066	27938
724	26094	27894
725	26134	27861
726	26179	27835
727	26216	27800
728	26258	27771
729	26303	27744
730	26333	27702
731	26360	27657
732	26391	27615
733	26428	27580
734	26468	27548
735	26492	27500
736	26517	27452
737	26540	27403
738	26576	27367
739	26609	27328
740	26640	27287
741	26670	27245
742	26687	27190
743	26714	27145
744	26754	27113
745	26792	27079
746	26835	27050
747	26870	27013
748	26894	26966
749	26914	26914
750	26937	26866
751	26963	26820
752	26998	26783
753	27027	26741
754	27055	26697
755	27098	26668
756	27126	26624
757	27181	26607
758	27221	26576
759	27251	26533
760	27293	26504
761	27339	26478
762	27380	26447
763	27428	26423
764	27466	26389
765	27504	26355
766	27543	26322
767	27576	26283
768	27611	26247
769	27644	26208
770	27675	26167
771	27710	26130
772	27749	26098
773	27783	26060
774	27821	26026
775	27845	25980
776	27869	25932
777	27905	25896
778	27937	25857
779	27975	25823
780	28006	25783
781	28038	25743
782	28069	25703
783	28093	25656
784	28128	25620
785	28172	25591
786	28199	25548
787	28237	25513
788	28271	25476
789	28317	25449
790	28355	25415
791	28393	25382
792	28436	25352
793	28469	25313
794	28502	25275
795	28543	25244
796	28629	25253
797	28696	25244
798	28762	25235
799	28891	25280
800	29007	25313
801	29029	25264
802	29043	25209
803	29086	25179
804	29169	25183
805	29189	25133
806	29301	25162
807	29327	25117
808	29442	25148
809	29461	25097
810	29474	25040
811	29490	24986
812	29698	25096
813	29752	25074
814	29769	25020
815	29843	25015
816	29893	24990
817	29925	24950
818	29960	24911
819	29990	24870
820	30017	24825
821	30049	24785
822	30093	24754
823	30124	24713
824	30162	24678
825	30195	24638
826	30224	24596
827	30247	24549
828	30281	24510
829	30329	24482
830	30361	24442
831	30395	24403
832	30440	24374
833	30467	24330
834	30498	24289
835	30523	24243
836	30555	24203
837	30578	24156
838	30615	24120
839	30659	24089
840	30703	24059
841	30743	24025
842	30789	23996
843	30827	23960
844	30854	23916
845	30882	23873
846	30915	23834
847	30953	23798
848	30978	23753
849	31003	23708
850	31036	23669
851	31065	23627
852	31100	23589
853	31134	23551
854	31157	23504
855	31187	23463
856	31227	23430
857	31266	23395
858	31305	23360
859	31337	23320
860	31379	23288
861	31453	23279
862	31564	23298
863	31651	23298
864	31789	23336
865	31833	23305
866	31849	23253
867	31872	23206
868	31941	23193
869	31964	23146
870	32000	23109
871	32039	23074
872	32080	23040
873	32110	22999
874	32152	22966
875	32185	22926
876	32225	22891
877	32253	22849
878	32287	22810
879	32325	22775
880	32347	22727
881	32380	22688
882	32417	22651
883	32452	22614
884	32485	22574
885	32517	22534
886	32540	22488
887	32568	22445
888	32604	22408
889	32650	22378
890	32691	22345
891	32723	22304
892	32755	22264
893	32783	22222
894	32827	22190
895	32866	22155
896	32912	22125
897	32946	22086
898	32970	22041
899	32998	21998
900	33038	21964
901	33070	21925
902	33099	21883
903	33144	21851
904	33185	21818
905	33212	21775
906	33243	21734
907	33286	21702
908	33321	21664
909	33360	21629
910	33386	21586
911	33413	21543
912	33450	21506
913	33484	21468
914	33517	21428
915	33575	21406
916	33602	21363
917	33630	21321
918	33661	21281
919	33700	21246
920	33728	21203
921	33752	21159
922	33786	21121
923	33823	21085
924	33857	21046
925	33884	21004
926	33934	20975
927	33974	20941
928	34012	20905
929	34042	20865
930	34071	20823
931	34120	20794
932	34160	20759
933	34194	20721
934	34227	20683
935	34263	20645
936	34291	20604
937	34313	20559
938	34358	20527
939	34396	20491
940	34430	20453
941	34467	20416
942	34489	20371
943	34511	20326
944	34556	20295
945	34597	20261
946	34630	20222
947	34670	20187
948	34703	20149
949	34724	20103
950	34750	20061
951	34797	20030
952	34836	19995
953	34871	19957
954	34894	19913
955	34916	19868
956	34947	19829
957	34983	19792
958	35008	19749
959	35042	19711
960	35079	19674
961	35113	19637
962	35139	19595
963	35176	19558
964	35215	19523
965	35257	19489
966	35288	19450
967	35320	19411
968	35363	19379
969	35396	19340
970	35433	19304
971	35476	19271
972	35508	19232
973	35546	19196
974	35586	19161
975	35734	19185
976	35901	19218
977	35925	19175
978	35946	19129
979	36102	19156
980	36125	19112
981	36233	19112
982	36319	19102
983	36352	19063
984	36380	19021
985	36404	18977
986	36438	18939
987	36472	18900
988	36512	18865
989	36546	18826
990	36581	18789
991	36616	18751
992	36647	18711
993	36681	18673
994	36718	18635
995	36758	18600
996	36802	18567
997	36831	18526
998	36865	18488
999	36904	18452
1000	36937	18413
1001	36971	18374
1002	37002	18335
1003	37044	18300
1004	37084	18265
1005	37137	18236
1006	37181	18203
1007	37238	18176
1008	37320	18160
1009	37382	18136
1010	37447	18112
1011	37494	18080
1012	37710	18129
1013	37747	18091
1014	37892	18106
1015	37923	18066
1016	37944	18020
1017	38078	18029
1018	38098	17983
1019	38116	17936
1020	38228	17934
1021	38345	17934
1022	38361	17887
1023	38384	17842
1024	38460	17823
1025	38495	17784
1026	38531	17746
1027	38557	17703
1028	38601	17668
1029	38638	17630
1030	38674	17592
1031	38707	17553
1032	38740	17513
1033	38767	17471
1034	38788	17426
1035	38832	17392
1036	38874	17356
1037	38907	17317
1038	38944	17279
1039	38976	17239
1040	38996	17194
1041	39028	17154
1042	39073	17120
1043	39117	17085
1044	39150	17046
1045	39174	17003
1046	39207	16963
1047	39230	16919
1048	39258	16878
1049	39290	16838
1050	39320	16798
1051	39357	16760
1052	39393	16722
1053	39428	16684
1054	39470	16648
1055	39502	16609
1056	39533	16569
1057	39570	16531
1058	39607	16493
1059	39641	16455
1060	39666	16412
1061	39695	16371
1062	39731	16333
1063	39768	16296
1064	39809	16260
1065	39842	16221
1066	39867	16178
1067	39903	16140
1068	39946	16105
1069	39978	16066
1070	40012	16027
1071	40053	15991
1072	40081	15950
1073	40123	15915
1074	40183	15886
1075	40226	15851
1076	40251	15809
1077	40283	15769
1078	40320	15732
1079	40373	15700
1080	40434	15672
1081	40478	15637
1082	40523	15603
1083	40575	15571
1084	40651	15548
1085	40672	15504
1086	40778	15493
1087	40821	15458
1088	40929	15447
1089	41031	15433
1090	41052	15389
1091	41068	15344
1092	41085	15298
1093	41335	15340
1094	41360	15297
1095	41445	15277
1096	41457	15230
1097	41562	15216
1098	41584	15173
1099	41722	15171
1100	41743	15127
1101	41810	15100
1102	42032	15128
1103	42061	15087
1104	42089	15045
1105	42121	15005
1106	42156	14965
1107	42191	14927
1108	42216	14884
1109	42247	14843
1110	42283	14804
1111	42314	14764
1112	42346	14724
1113	42384	14686
1114	42420	14647
1115	42454	14607
1116	42492	14569
1117	42528	14531
1118	42569	14494
1119	42593	14451
1120	42627	14411
1121	42671	14375
1122	42707	14337
1123	42747	14299
1124	42798	14266
1125	42827	14225
1126	42864	14186
1127	42904	14149
1128	42942	14111
1129	42986	14075
1130	43010	14032
1131	43054	13996
1132	43100	13960
1133	43143	13924
1134	43177	13885
1135	43208	13844
1136	43242	13805
1137	43268	13763
1138	43307	13725
1139	43360	13692
1140	43395	13653
1141	43432	13615
1142	43482	13581
1143	43560	13555
1144	43656	13535
1145	43771	13520
1146	43930	13519
1147	44007	13493
1148	44081	13466
1149	44096	13420
1150	44114	13376
1151	44420	13418
1152	44449	13377
1153	44473	13334
1154	44509	13295
1155	44553	13258
1156	44592	13219
1157	44636	13182
1158	44671	13143
1159	44710	13104
1160	44748	13066
1161	44777	13024
1162	44828	12989
1163	44874	12953
1164	44943	12923
1165	45141	12930
1166	45163	12887
1167	45265	12866
1168	45285	12822
1169	45299	12776
1170	45314	12731
1171	45488	12730
1172	45567	12702
1173	45588	12659
1174	45607	12614
1175	45684	12586
1176	45749	12554
1177	45890	12543
1178	46028	12531
1179	46090	12499
1180	46104	12453
1181	46225	12436
1182	46252	12393
1183	46358	12372
1184	46410	12336
1185	46446	12296
1186	46633	12296
1187	46659	12254
1188	46680	12209
1189	46761	12181
1190	46785	12138
1191	46821	12098
1192	46866	12060
1193	46904	12020
1194	46938	11980
1195	46973	11939
1196	46995	11896
1197	47040	11858
1198	47086	11820
1199	47131	11782
1200	47163	11741
1201	47193	11700
1202	47227	11659
1203	47257	11618
1204	47287	11576
1205	47320	11535
1206	47358	11496
1207	47388	11454
1208	47417	11413
1209	47453	11373
1210	47498	11335
1211	47531	11294
1212	47561	11253
1213	47604	11214
1214	47648	11176
1215	47683	11136
1216	47717	11096
1217	47755	11056
1218	47801	11019
1219	47832	10977
1220	47863	10936
1221	47891	10895
1222	47931	10856
1223	47974	10817
1224	48009	10777
1225	48044	10737
1226	48068	10694
1227	48094	10652
1228	48124	10611
1229	48154	10570
1230	48181	10528
1231	48210	10487
1232	48240	10446
1233	48274	10406
1234	48303	10364
1235	48337	10324
1236	48376	10285
1237	48410	10245
1238	48441	10204
1239	48477	10164
1240	48505	10123
1241	48535	10082
1242	48578	10043
1243	48618	10005
1244	48652	9965
1245	48698	9927
1246	48733	9887
1247	48761	9846
1248	48788	9804
1249	48811	9762
1250	48836	9720
1251	48871	9680
1252	48908	9641
1253	48938	9600
1254	48962	9558
1255	48993	9517
1256	49030	9478
1257	49068	9439
1258	49110	9400
1259	49168	9365
1260	49225	9329
1261	49271	9292
1262	49298	9250
1263	49334	9211
1264	49375	9172
1265	49409	9132
1266	49442	9092
1267	49471	9051
1268	49500	9010
1269	49527	8969
1270	49576	8932
1271	49602	8891
1272	49640	8851
1273	49677	8812
1274	49710	8772
1275	49749	8733
1276	49791	8694
1277	49843	8658
1278	49906	8623
1279	49942	8583
1280	50019	8551
1281	50049	8510
1282	50088	8471
1283	50135	8434
1284	50166	8393
1285	50209	8355
1286	50241	8315
1287	50297	8278
1288	50331	8238
1289	50366	8199
1290	50407	8160
1291	50454	8122
1292	50490	8083
1293	50537	8045
1294	50581	8007
1295	50625	7968
1296	50699	7935
1297	50841	7912
1298	50945	7883
1299	51071	7857
1300	51231	7836
1301	51564	7841
1302	51613	7803
1303	51647	7762
1304	51686	7723
1305	51717	7682
1306	51741	7640
1307	51769	7599
1308	51801	7558
1309	51832	7517
1310	51858	7476
1311	51890	7435
1312	51920	7394
1313	51958	7354
1314	51998	7315
1315	52034	7275
1316	52072	7235
1317	52110	7195
1318	52154	7156
1319	52187	7116
1320	52220	7076
1321	52253	7035
1322	52283	6994
1323	52317	6954
1324	52361	6915
1325	52390	6874
1326	52424	6834
1327	52456	6794
1328	52494	6754
1329	52524	6713
1330	52553	6672
1331	52574	6631
1332	52607	6590
1333	52643	6550
1334	52679	6510
1335	52721	6471
1336	52757	6431
1337	52780	6390
1338	52807	6349
1339	52848	6310
1340	52887	6270
1341	52940	6232
1342	52997	6195
1343	53084	6161
1344	53152	6125
1345	53253	6092
1346	53269	6050
1347	53299	6010
1348	53373	5974
1349	53403	5933
1350	53485	5898
1351	53512	5857
1352	53533	5816
1353	53754	5796
1354	53785	5755
1355	53818	5715
1356	53849	5674
1357	53884	5634
1358	53912	5593
1359	53948	5553
1360	53981	5513
1361	54007	5472
1362	54032	5430
1363	54057	5389
1364	54095	5350
1365	54134	5310
1366	54162	5269
1367	54197	5229
1368	54236	5189
1369	54280	5150
1370	54316	5110
1371	54359	5071
1372	54407	5032
1373	54448	4993
1374	54504	4954
1375	54572	4917
1376	54652	4881
1377	54802	4851
1378	54922	4819
1379	54967	4779
1380	54980	4737
1381	55078	4702
1382	55103	4661
1383	55121	4619
1384	55137	4578
1385	55313	4549
1386	55450	4517
1387	55549	4482
1388	55574	4441
1389	55724	4409
1390	55793	4371
1391	56044	4348
1392	56073	4307
1393	56109	4266
1394	56140	4225
1395	56179	4185
1396	56218	4144
1397	56257	4104
1398	56282	4063
1399	56311	4022
1400	56336	3980
1401	56368	3940
1402	56396	3899
1403	56421	3857
1404	56457	3817
1405	56499	3777
1406	56548	3737
1407	56591	3697
1408	56630	3657
1409	56660	3616
1410	56717	3577
1411	56757	3537
1412	56793	3496
1413	56822	3455
1414	56856	3415
1415	56900	3375
1416	56934	3334
1417	56970	3294
1418	57008	3254
1419	57039	3213
1420	57072	3172
1421	57107	3132
1422	57140	3091
1423	57173	3051
1424	57212	3011
1425	57246	2970
1426	57291	2930
1427	57318	2889
1428	57362	2850
1429	57420	2810
1430	57495	2772
1431	57513	2731
1432	57614	2693
1433	57639	2652
1434	57654	2611
1435	57753	2573
1436	57778	2533
1437	57795	2491
1438	57807	2450
1439	57896	2412
1440	57918	2371
1441	57934	2330
1442	57949	2289
1443	57991	2248
1444	58066	2210
1445	58085	2169
1446	58115	2128
1447	58128	2087
1448	58180	2047
1449	58202	2006
1450	58235	1966
1451	58268	1926
1452	58298	1885
1453	58333	1845
1454	58367	1805
1455	58390	1764
1456	58416	1724
1457	58453	1683
1458	58489	1643
1459	58520	1603
1460	58552	1562
1461	58586	1522
1462	58614	1482
1463	58643	1442
1464	58665	1401
1465	58699	1361
1466	58740	1321
1467	58778	1281
1468	58809	1241
1469	58847	1200
1470	58887	1160
1471	58917	1120
1472	58940	1080
1473	58971	1040
1474	59004	1000
1475	59035	959
1476	59076	919
1477	59131	880
1478	59165	840
1479	59205	800
1480	59246	760
1481	59277	719
1482	59308	679
1483	59335	639
1484	59367	599
1485	59400	559
1486	59438	519
1487	59460	479
1488	59500	439
1489	59546	399
1490	59580	359
1491	59609	319
1492	59647	279
1493	59691	239
1494	59729	199
1495	59765	159
1496	59809	119
1497	59842	79
1498	59882	39
1499	59921	0
