iter	RMSE
454	2045.753892
455	2044.978335
456	2043.595404
457	2042.928314
458	2042.141506
459	2041.154142
460	2040.356429
461	2039.232071
462	2038.448337
463	2037.156791
464	2036.417726
465	2035.14248
466	2034.709399
467	2034.126409
468	2033.121997
469	2032.526248
470	2031.471043
471	2029.957786
472	2029.290678
473	2028.839577
474	2028.698599
475	2027.693611
476	2026.827434
477	2025.151728
478	2024.430602
479	2023.762971
480	2023.241397
481	2022.828594
482	2021.29285
483	2020.489453
484	2019.922956
485	2019.447144
486	2018.439273
487	2017.494342
488	2016.232711
489	2015.818433
490	2015.305215
491	2014.098389
492	2013.828713
493	2012.705798
494	2012.154415
495	2011.782247
496	2011.33447
497	2010.64365
498	2010.315838
499	2009.354118
500	2008.639202
501	2007.74111
502	2006.459636
503	2005.893881
504	2005.49836
505	2004.556881
506	2003.173258
507	2002.440969
508	2001.304266
509	2000.328132
510	1999.14822
511	1998.299694
512	1997.645897
513	1996.941977
514	1996.278176
515	1995.684754
516	1994.968865
517	1994.610829
518	1994.197732
519	1993.220703
520	1992.441891
521	1991.751313
522	1990.688264
523	1989.552517
524	1988.968854
525	1987.947805
526	1987.214667
527	1985.152241
528	1984.770687
529	1983.975375
530	1983.315885
531	1982.274798
532	1981.492248
533	1980.990631
534	1980.206565
535	1979.35388
536	1978.57567
537	1977.730849
538	1977.343554
539	1976.206591
540	1975.596492
541	1975.192032
542	1974.419765
543	1973.423296
544	1972.762598
545	1971.597406
546	1970.864873
547	1970.098296
548	1969.19283
549	1968.445728
550	1967.637733
551	1967.171705
552	1966.008192
553	1964.818792
554	1964.087045
555	1963.094508
556	1962.543477
557	1961.828022
558	1960.762431
559	1960.037392
560	1959.489555
561	1958.957767
562	1958.647715
563	1957.366667
564	1956.277201
565	1955.679784
566	1955.133042
567	1954.350579
568	1953.614713
569	1953.172844
570	1952.225378
571	1951.415378
572	1950.724801
573	1950.169498
574	1949.441957
575	1948.832995
576	1948.267949
577	1947.396444
578	1946.57454
579	1945.86154
580	1945.536637
581	1945.276953
582	1944.859847
583	1944.353406
584	1943.966572
585	1943.249595
586	1941.857044
587	1941.25332
588	1940.576103
589	1940.103299
590	1939.392353
591	1938.713097
592	1937.247274
593	1936.913375
594	1935.919342
595	1935.170252
596	1934.930718
597	1934.668
598	1933.855239
599	1932.948317
600	1932.272718
601	1931.660479
602	1930.587321
603	1930.209777
604	1929.770839
605	1929.117088
606	1928.582179
607	1928.064908
608	1927.559954
609	1927.182073
610	1926.371042
611	1926.015885
612	1925.183131
613	1924.889028
614	1924.39771
615	1924.189319
616	1923.481837
617	1922.946339
618	1922.156032
619	1921.269841
620	1921.184369
621	1920.746262
622	1919.707777
623	1919.110345
624	1918.447902
625	1917.121784
626	1916.179427
627	1915.59198
628	1915.029023
629	1913.926226
630	1913.191132
631	1912.297232
632	1911.913139
633	1911.480496
634	1910.952806
635	1910.530413
636	1909.958503
637	1909.077665
638	1908.52511
639	1908.007677
640	1907.472914
641	1907.029158
642	1906.422867
643	1905.591731
644	1905.114643
645	1904.572787
646	1903.493036
647	1902.964502
648	1901.76871
649	1901.453688
650	1901.10147
651	1900.751204
652	1900.419238
653	1899.756002
654	1899.073952
655	1898.493911
656	1898.20643
657	1897.999128
658	1897.617921
659	1897.271349
660	1896.401819
661	1896.193359
662	1895.380707
663	1894.818196
664	1893.754903
665	1893.230412
666	1892.944646
667	1892.288012
668	1891.756734
669	1891.004089
670	1890.71259
671	1890.437918
672	1890.154165
673	1889.681287
674	1889.003063
675	1888.76678
676	1888.2027
677	1887.4992
678	1886.749711
679	1886.114656
680	1885.464818
681	1884.618116
682	1884.052305
683	1883.492983
684	1882.758559
685	1882.08707
686	1881.676614
687	1881.359711
688	1880.889739
689	1880.505551
690	1879.611053
691	1879.008269
692	1878.334917
693	1877.700222
694	1877.219796
695	1877.087572
696	1876.848614
697	1876.31313
698	1875.805078
699	1875.492444
700	1875.102609
701	1874.996869
702	1874.514276
703	1873.876979
704	1873.747441
705	1873.088711
706	1872.389719
707	1871.965406
708	1871.632138
709	1871.110251
710	1870.579533
711	1869.693329
712	1869.115991
713	1868.604661
714	1867.663349
715	1866.893065
716	1866.690195
717	1865.7902
718	1865.081903
719	1864.710019
720	1864.018818
721	1862.874565
722	1862.334292
723	1862.154585
724	1861.895254
725	1861.48757
726	1860.860841
727	1860.747748
728	1859.877644
729	1859.046464
730	1858.629531
731	1858.058363
732	1857.368753
733	1857.000209
734	1856.30175
735	1855.619378
736	1854.913457
737	1854.720583
738	1854.041264
739	1853.565816
740	1853.19094
741	1852.843612
742	1852.608263
743	1852.050718
744	1851.097797
745	1850.620941
746	1850.17733
747	1849.696232
748	1849.585515
749	1849.072681
750	1848.55414
751	1848.16616
752	1847.199634
753	1846.686518
754	1846.004278
755	1845.672659
756	1845.120788
757	1844.44038
758	1843.535648
759	1843.360044
760	1842.847822
761	1842.386767
762	1842.263198
763	1842.018583
764	1841.666602
765	1841.402726
766	1840.755871
767	1840.456957
768	1840.145265
769	1839.615057
770	1838.635992
771	1838.175601
772	1837.613519
773	1837.355248
774	1836.832941
775	1836.45524
776	1835.93677
777	1835.456095
778	1834.99215
779	1834.490991
780	1834.148512
781	1833.614251
782	1833.222469
783	1832.611579
784	1832.091562
785	1831.261746
786	1830.751694
787	1830.319813
788	1829.820488
789	1829.596665
790	1829.13363
791	1828.702579
792	1828.141314
793	1827.898524
794	1827.48443
795	1827.04641
796	1826.589584
797	1826.393534
798	1826.177343
799	1826.129872
800	1825.313405
801	1824.977352
802	1824.613977
803	1824.361175
804	1824.008042
805	1823.649043
806	1823.070261
807	1822.593623
808	1822.118352
809	1821.567186
810	1821.142187
811	1820.708044
812	1820.31145
813	1819.556231
814	1819.226268
815	1818.932127
816	1818.380087
817	1818.011943
818	1817.556155
819	1816.92031
820	1816.461685
821	1816.048045
822	1815.330291
823	1814.865323
824	1814.243884
825	1813.975116
826	1813.448276
827	1813.175076
828	1813.136995
829	1812.751432
830	1812.471431
831	1812.092707
832	1812.055949
833	1811.921098
834	1811.478188
835	1811.045701
836	1810.605866
837	1810.310841
838	1809.807355
839	1809.291756
840	1808.83312
841	1808.531599
842	1807.931407
843	1807.465714
844	1807.388287
845	1807.217769
846	1806.586797
847	1806.218398
848	1806.008883
849	1805.734325
850	1805.368017
851	1805.021984
852	1804.628708
853	1804.430754
854	1804.420914
855	1803.821405
856	1803.351893
857	1802.593558
858	1801.984942
859	1801.537993
860	1801.008571
861	1800.493388
862	1800.17923
863	1799.690651
864	1799.364699
865	1799.136978
866	1799.025158
867	1798.845924
868	1798.287521
869	1797.633717
870	1797.287978
871	1796.807927
872	1796.15088
873	1795.881477
874	1795.456432
875	1794.938365
876	1794.271932
877	1794.064222
878	1793.625803
879	1793.340932
880	1793.032286
881	1792.582453
882	1792.20498
883	1791.819727
884	1791.314711
885	1791.008862
886	1790.516076
887	1790.020754
888	1789.531441
889	1789.160164
890	1788.992777
891	1788.608197
892	1788.239929
893	1787.686106
894	1787.42572
895	1786.812509
896	1786.426862
897	1785.945856
898	1785.648189
899	1785.357262
900	1785.097946
901	1785.085304
902	1784.874364
903	1784.586895
904	1784.27596
905	1784.015171
906	1783.599707
907	1783.309658
908	1782.796691
909	1782.287342
910	1781.975845
911	1781.494655
912	1781.121027
913	1780.551954
914	1780.177757
915	1779.854451
916	1779.588209
917	1779.166197
918	1778.854035
919	1778.376864
920	1778.204027
921	1777.794824
922	1777.342564
923	1777.186237
924	1776.622062
925	1776.417463
926	1776.01634
927	1775.562799
928	1775.125348
929	1774.677831
930	1774.482027
931	1774.212477
932	1773.594218
933	1773.343222
934	1773.011377
935	1772.774254
936	1772.177483
937	1772.089563
938	1771.750809
939	1771.206352
940	1770.754301
941	1770.447229
942	1770.275477
943	1770.194987
944	1770.006288
945	1769.679069
946	1769.312023
947	1769.225823
948	1769.001218
949	1768.821072
950	1768.357842
951	1768.129305
952	1767.756041
953	1767.111595
954	1766.656229
955	1766.427519
956	1766.250171
957	1766.173216
958	1765.53081
959	1765.268026
960	1764.933232
961	1764.432136
962	1764.22196
963	1764.205
964	1763.774462
965	1762.11861
966	1761.923087
967	1761.539718
968	1761.195119
969	1760.805344
970	1760.553219
971	1760.122921
972	1759.728798
973	1759.484183
974	1759.284612
975	1758.997273
976	1758.528535
977	1758.228698
978	1757.643716
979	1757.463316
980	1757.08778
981	1756.638025
982	1756.414722
983	1756.096715
984	1755.836076
985	1755.657892
986	1755.355938
987	1755.044812
988	1754.63014
989	1754.253492
990	1753.9327
991	1753.511582
992	1753.365563
993	1752.961376
994	1752.615098
995	1752.288454
996	1751.899763
997	1751.634115
998	1751.39434
999	1751.080202
1000	1750.75398
1001	1750.511234
1002	1750.173053
1003	1749.617855
1004	1749.318356
1005	1749.117382
1006	1748.929731
1007	1748.730269
1008	1748.356543
1009	1748.028569
1010	1747.702725
1011	1747.43616
1012	1747.270039
1013	1746.87373
1014	1746.545214
1015	1746.427853
1016	1746.314696
1017	1746.04697
1018	1745.658255
1019	1745.453086
1020	1745.058777
1021	1744.683425
1022	1744.491589
1023	1744.300768
1024	1744.05872
1025	1743.749399
1026	1743.51
1027	1743.258261
1028	1742.983964
1029	1742.847275
1030	1742.317393
1031	1742.315933
1032	1742.00256
1033	1741.788862
1034	1741.504619
1035	1741.17299
1036	1740.769494
1037	1740.501806
1038	1740.289571
1039	1739.989516
1040	1739.670843
1041	1739.276026
1042	1738.880752
1043	1738.515819
1044	1738.263126
1045	1738.081254
1046	1737.757024
1047	1737.56038
1048	1737.407742
1049	1737.121793
1050	1736.748173
1051	1736.471877
1052	1736.283973
1053	1736.009251
1054	1735.932484
1055	1735.540244
1056	1735.532794
1057	1735.253238
1058	1734.939606
1059	1734.613548
1060	1734.545824
1061	1734.537737
1062	1734.275236
1063	1733.838443
1064	1733.425067
1065	1733.194101
1066	1732.924946
1067	1732.615649
1068	1732.396125
1069	1732.279886
1070	1732.161477
1071	1731.841621
1072	1731.51677
1073	1731.248115
1074	1730.904744
1075	1730.504313
1076	1730.200797
1077	1729.944576
1078	1729.684828
1079	1729.191795
1080	1728.949552
1081	1728.654003
1082	1728.265808
1083	1727.910232
1084	1727.486902
1085	1727.096555
1086	1726.676934
1087	1726.446386
1088	1726.10096
1089	1725.833075
1090	1725.685455
1091	1725.322995
1092	1725.120655
1093	1724.807261
1094	1724.570454
1095	1724.211137
1096	1723.997458
1097	1723.711393
1098	1723.41824
1099	1723.233329
1100	1722.922559
1101	1722.651684
1102	1722.436955
1103	1722.285989
1104	1722.134385
1105	1722.052262
1106	1721.70964
1107	1721.560088
1108	1721.37241
1109	1721.054416
1110	1720.896045
1111	1720.684171
1112	1720.400099
1113	1720.190527
1114	1719.804397
1115	1719.561642
1116	1719.448826
1117	1719.186358
1118	1718.987975
1119	1718.841427
1120	1718.294896
1121	1718.094124
1122	1717.823191
1123	1717.562802
1124	1717.090677
1125	1716.676423
1126	1716.441986
1127	1716.255515
1128	1715.846516
1129	1715.525397
1130	1715.081637
1131	1714.669038
1132	1714.348147
1133	1714.029289
1134	1713.765507
1135	1713.431857
1136	1713.042641
1137	1712.884329
1138	1712.463507
1139	1712.010422
1140	1711.778904
1141	1711.668359
1142	1711.293356
1143	1710.954407
1144	1710.527395
1145	1710.221453
1146	1709.843539
1147	1709.445449
1148	1709.21586
1149	1709.052228
1150	1708.884048
1151	1708.626749
1152	1708.404684
1153	1708.231043
1154	1708.069587
1155	1707.787386
1156	1707.568237
1157	1707.401498
1158	1707.159595
1159	1706.716509
1160	1706.59818
1161	1706.375677
1162	1705.964785
1163	1705.558013
1164	1705.303538
1165	1705.157126
1166	1704.962001
1167	1704.824629
1168	1704.311011
1169	1704.210084
1170	1703.95422
1171	1703.781564
1172	1703.350604
1173	1703.276
1174	1702.951817
1175	1702.356678
1176	1702.15387
1177	1702.003439
1178	1701.702918
1179	1701.496315
1180	1701.360429
1181	1701.051617
1182	1700.854696
1183	1700.391545
1184	1700.176433
1185	1699.789053
1186	1699.608307
1187	1699.364166
1188	1699.093106
1189	1698.865297
1190	1698.490912
1191	1698.164846
1192	1697.635124
1193	1697.249219
1194	1696.851933
1195	1696.450144
1196	1696.375507
1197	1696.05835
1198	1695.739249
1199	1695.147002
1200	1694.632638
1201	1694.511593
1202	1694.27056
1203	1693.951335
1204	1693.640344
1205	1693.153231
1206	1692.818951
1207	1692.706182
1208	1692.370801
1209	1691.713112
1210	1691.435767
1211	1691.242915
1212	1690.935525
1213	1690.656211
1214	1690.349417
1215	1690.22946
1216	1689.032188
1217	1688.813551
1218	1688.505961
1219	1688.248299
1220	1688.098861
1221	1687.640993
1222	1687.312798
1223	1686.852653
1224	1686.593013
1225	1686.275
1226	1686.207438
1227	1685.999142
1228	1685.57701
1229	1685.358027
1230	1685.239619
1231	1684.8973
1232	1684.547395
1233	1684.215755
1234	1684.038161
1235	1683.932448
1236	1683.646221
1237	1683.435313
1238	1683.259797
1239	1683.066648
1240	1682.837298
1241	1682.661789
1242	1682.347448
1243	1682.199024
1244	1681.789478
1245	1681.367525
1246	1681.179758
1247	1680.938292
1248	1680.671318
1249	1680.5791
1250	1680.471535
1251	1680.26224
1252	1680.046024
1253	1679.882693
1254	1679.585882
1255	1679.332615
1256	1679.186237
1257	1678.832116
1258	1678.627861
1259	1678.624177
1260	1678.263268
1261	1678.044343
1262	1677.795645
1263	1677.432267
1264	1676.991602
1265	1676.774918
1266	1676.491807
1267	1676.382271
1268	1676.063197
1269	1675.933927
1270	1675.772647
1271	1675.769436
1272	1675.461217
1273	1675.202729
1274	1674.885615
1275	1674.623161
1276	1674.52925
1277	1674.196282
1278	1674.08658
1279	1673.807257
1280	1673.494956
1281	1673.487795
1282	1673.446606
1283	1673.147524
1284	1672.968668
1285	1672.655537
1286	1672.399703
1287	1671.990472
1288	1671.609139
1289	1671.512097
1290	1671.344014
1291	1671.053081
1292	1670.862325
1293	1670.828825
1294	1670.713353
1295	1670.352284
1296	1670.134412
1297	1669.859626
1298	1669.598698
1299	1669.462225
1300	1669.151686
1301	1668.808252
1302	1668.738223
1303	1668.522068
1304	1668.289059
1305	1668.062559
1306	1667.826989
1307	1667.584567
1308	1667.171023
1309	1667.035373
1310	1666.864894
1311	1666.656683
1312	1666.564774
1313	1666.4344
1314	1666.108612
1315	1665.719145
1316	1665.459151
1317	1665.253456
1318	1665.167651
1319	1664.535288
1320	1664.366619
1321	1664.217008
1322	1664.017115
1323	1663.642488
1324	1663.313231
1325	1663.217697
1326	1663.108501
1327	1662.95874
1328	1662.614183
1329	1662.514048
1330	1662.399617
1331	1662.396563
1332	1662.187173
1333	1662.17663
1334	1661.960007
1335	1661.730302
1336	1661.527961
1337	1661.429772
1338	1661.189175
1339	1660.935661
1340	1660.607164
1341	1660.436852
1342	1660.291119
1343	1660.283527
1344	1659.934037
1345	1659.646764
1346	1659.471011
1347	1659.268023
1348	1659.117686
1349	1658.809187
1350	1658.707324
1351	1658.564412
1352	1658.086498
1353	1658.071111
1354	1657.794463
1355	1657.561852
1356	1657.39479
1357	1657.196679
1358	1657.071481
1359	1656.885303
1360	1656.586936
1361	1656.426465
1362	1656.206923
1363	1656.091688
1364	1655.953631
1365	1655.822686
1366	1655.763072
1367	1655.449444
1368	1655.165633
1369	1655.017777
1370	1654.930209
1371	1654.761772
1372	1654.437153
1373	1654.105991
1374	1653.886442
1375	1653.7388
1376	1653.42875
1377	1653.219334
1378	1652.979019
1379	1652.775288
1380	1652.619635
1381	1652.505283
1382	1652.29291
1383	1652.153375
1384	1651.959249
1385	1651.821387
1386	1651.716119
1387	1651.601249
1388	1651.326134
1389	1651.120518
1390	1650.898077
1391	1650.792468
1392	1650.417586
1393	1650.08282
1394	1650.01445
1395	1649.755313
1396	1649.443951
1397	1649.317271
1398	1649.231589
1399	1649.117651
1400	1649.073932
1401	1648.927442
1402	1648.670656
1403	1648.569963
1404	1648.385
1405	1648.171925
1406	1648.020644
1407	1647.858399
1408	1647.590997
1409	1647.424375
1410	1647.184752
1411	1646.931928
1412	1646.728435
1413	1646.625807
1414	1646.46032
1415	1646.225378
1416	1646.110489
1417	1645.890411
1418	1645.673182
1419	1645.482645
1420	1645.235209
1421	1644.89662
1422	1644.688882
1423	1644.534183
1424	1644.32662
1425	1644.090324
1426	1643.902861
1427	1643.738311
1428	1643.604638
1429	1643.444265
1430	1643.231485
1431	1642.913498
1432	1642.911465
1433	1642.69722
1434	1642.651848
1435	1642.53942
1436	1642.398614
1437	1642.030562
1438	1641.912135
1439	1641.654924
1440	1641.22943
1441	1640.949162
1442	1640.642623
1443	1640.412767
1444	1640.238998
1445	1640.071787
1446	1639.789609
1447	1639.578864
1448	1639.323415
1449	1639.168817
1450	1638.899656
1451	1638.687022
1452	1638.561627
1453	1638.247154
1454	1638.123795
1455	1637.764458
1456	1637.571242
1457	1637.325339
1458	1637.04261
1459	1636.841982
1460	1636.623853
1461	1636.530831
1462	1636.271292
1463	1636.032673
1464	1635.82356
1465	1635.695431
1466	1635.35662
1467	1635.224946
1468	1634.970919
1469	1634.852238
1470	1634.63558
1471	1634.418023
1472	1634.415773
1473	1634.264058
1474	1634.1964
1475	1633.962182
1476	1633.817153
1477	1633.604155
1478	1633.390874
1479	1633.060768
1480	1632.923417
1481	1632.915651
1482	1632.793583
1483	1632.670534
1484	1632.421698
1485	1632.18573
1486	1631.997498
1487	1631.905886
1488	1631.772927
1489	1631.604205
1490	1631.511279
1491	1631.363552
1492	1631.235698
1493	1631.024533
1494	1630.716905
1495	1630.49541
1496	1630.285652
1497	1630.146982
1498	1630.043685
1499	1629.788097
1500	1629.551584
1501	1629.417257
1502	1629.185187
1503	1628.911271
1504	1628.791087
1505	1628.538428
1506	1628.347496
1507	1628.165976
1508	1628.071904
1509	1627.959795
1510	1627.794727
1511	1627.514859
1512	1627.312443
1513	1627.025307
1514	1626.826545
1515	1626.818818
1516	1626.808185
1517	1625.990916
1518	1625.91484
1519	1625.507138
1520	1625.390824
1521	1625.281457
1522	1625.071376
1523	1624.684489
1524	1624.472842
1525	1624.273072
1526	1624.105284
1527	1623.85995
1528	1623.710673
1529	1623.440462
1530	1623.20699
1531	1623.025409
1532	1622.865889
1533	1622.714371
1534	1622.609711
1535	1622.561505
1536	1622.385738
1537	1622.310658
1538	1622.105021
1539	1621.953012
1540	1621.657284
1541	1621.528761
1542	1621.503285
1543	1621.300902
1544	1621.079086
1545	1620.814684
1546	1620.684715
1547	1620.519377
1548	1620.295767
1549	1620.104141
1550	1619.902266
1551	1619.766298
1552	1619.641887
1553	1619.436157
1554	1619.095117
1555	1618.774696
1556	1618.637701
1557	1618.503982
1558	1618.288532
1559	1618.281231
1560	1618.08546
1561	1617.854032
1562	1617.751494
1563	1617.67931
1564	1617.234756
1565	1617.018253
1566	1616.625723
1567	1616.335014
1568	1616.231792
1569	1615.996292
1570	1615.849926
1571	1615.701559
1572	1615.5697
1573	1615.338602
1574	1615.200553
1575	1615.083597
1576	1614.807588
1577	1614.7145
1578	1614.530938
1579	1614.289461
1580	1614.110676
1581	1614.005648
1582	1613.782154
1583	1613.707988
1584	1613.534377
1585	1613.357041
1586	1613.187958
1587	1612.987055
1588	1612.767358
1589	1612.582615
1590	1612.425521
1591	1612.332571
1592	1612.152425
1593	1611.981379
1594	1611.732711
1595	1611.580161
1596	1611.209051
1597	1611.089478
1598	1610.993247
1599	1610.753935
1600	1610.498939
1601	1610.065689
1602	1609.780382
1603	1609.653052
1604	1609.392722
1605	1609.30509
1606	1609.174372
1607	1609.034598
1608	1608.852053
1609	1608.747363
1610	1608.497837
1611	1608.398388
1612	1608.239398
1613	1608.092631
1614	1607.752823
1615	1607.573622
1616	1607.388115
1617	1607.296145
1618	1607.170734
1619	1606.996709
1620	1606.648668
1621	1606.479936
1622	1606.347427
1623	1606.096358
1624	1605.997716
1625	1605.920135
1626	1605.825221
1627	1605.594476
1628	1605.16828
1629	1604.962433
1630	1604.877181
1631	1604.757551
1632	1604.631655
1633	1604.277411
1634	1604.023364
1635	1603.890318
1636	1603.668541
1637	1603.279631
1638	1603.101335
1639	1602.953445
1640	1602.85721
1641	1602.764974
1642	1602.56901
1643	1602.511407
1644	1602.377179
1645	1602.146865
1646	1601.995822
1647	1601.989104
1648	1601.893722
1649	1601.718639
1650	1601.610648
1651	1601.503459
1652	1601.385096
1653	1601.231335
1654	1601.092395
1655	1600.982435
1656	1600.811553
1657	1600.557437
1658	1600.360785
1659	1600.190595
1660	1600.113169
1661	1600.11085
1662	1599.865906
1663	1599.775066
1664	1599.61879
